Article,Sentence_en,Claim,Sentence
Digital rights management brings more harm than good,"Digital rights management and watermarking are used in content syndication and media asset management, to manage and secure intellectual property rights and copyrights.",FALSE,"Digital Rights Management und Wasserzeichen werden in der Content-Syndication- und Media Asset-Management verwendet, um geistige Eigentumsrechte und Urheberrechte zu verwalten und sicherzustellen."
Digital rights management brings more harm than good,"One study of the politics of digital rights management policy concluded, ""Since its 2001 founding, Public Knowledge has risen to prominence as the pre-eminent DC-based policy advocacy organization within the strong fair use coalition."".",FALSE,"Eine Studie der Politik der Digitalrechtsmanagement-Politik abgeschlossen ist, ""Seit seiner Gründung des Jahres 2001 ist das öffentliche Wissen auf das Prominenz als die vorrangige Organisation der DC-basierenden Richtlinieninserie innerhalb der starken Fair-Nutzungskoalition gestiegen."""
Digital rights management brings more harm than good,This rights management function means it is not possible to upgrade NTG3 based vehicles to NTG3.5.,FALSE,"Diese Rechteverwaltungsfunktion bedeutet, dass NTG3-basierte Fahrzeuge nicht auf NTG3.5 aktualisiert werden können."
Digital rights management brings more harm than good,"Rights Management allows document ""leasing"" for a finite period of time before it has to reconnect with the server.",FALSE,"Die Rights-Management ermöglicht das Dokument ""Leasing"" für einen endlichen Zeitraum, bevor er sich mit dem Server erneut verbinden muss."
Digital rights management brings more harm than good,"Removal of digital rights management (DRM) from DVDs using HandBrake was possible by installing VLC, a media player application that includes the libdvdcss library.",FALSE,"Die Entfernung von Digital Rights Management (DRM) von DVDs mit der Installation von VLC war mit der Installation von VLC, einer Media Player-Anwendung, in der die LIBDVDCSS-Bibliothek enthält."
Atheism is the only way,"Locke argued that atheists should not be tolerated because 'Promises, covenants, and oaths, which are the bonds of human society, can have no hold upon an atheist'.",FALSE,"Locke argumentierte, dass Atheisten nicht toleriert werden dürfen, weil ""Versprechen, Bündnisse und Eids, die die Anleihen der menschlichen Gesellschaft sind, keinen Atheist aufhalten können""."
Atheism is the only way,"Wilson argued that atheists could be good people, could share Christian values and Christians could repudiate many things atheists also repudiated.",FALSE,"Wilson argumentierte, dass Atheisten gute Menschen sein könnten, um christliche Werte zu teilen, und Christen könnten viele Dinge abweisen, die Atheisten auch ablehnen."
Atheism is the only way,"He also argued that atheists could not argue for an objective moral standard but could affirm a standard, if it happened to exist, that of ""eat, drink and be merry for tomorrow maybe we die"", but no other.",FALSE,"Er argumentierte auch, dass Atheisten sich nicht für einen objektiven moralischen Standard streiten konnten, sondern einen Standard bestätigen, wenn es passiert ist, wenn es passiert ist, das von ""Essen, trinken und fröhlich für morgen zu sein, vielleicht sterben wir"", aber kein anderer."
Atheism is the only way,"Hitchens asserts that atheists ""have a fundamental inability to concede that to be effectively absolute, a moral code needs to be beyond human power to alter"".",FALSE,"Hitchens behauptet, dass Atheisten ""eine grundlegende Unfähigkeit haben, das eingeräumt zu geben, dass ein moralischer Kodex ist, um jenseits der menschlichen Macht zu änderst."
Atheism is the only way,Some followed Pierre Bayle and argued that atheists could indeed be moral men.,FALSE,"Einige folgten Pierre Bayle und argumentierten, dass Atheisten tatsächlich moralische Männer sein konnten."
Atheism is the only way,"Dawkins suggests that atheists should be proud, not apologetic, stressing that atheism is evidence of a healthy, independent mind.",TRUE,"Dawkins legt nahe, dass Atheisten stolz sein sollten, nicht entschuldigend und betont, dass der Atheismus Beweise für einen gesunden, unabhängigen Geist ist."
Atheism is the only way,"He suggests that an atheistic worldview is life-affirming in a way that religion, with its unsatisfying ""answers"" to life's mysteries, could never be.",FALSE,"Er schlägt vor, dass ein atheistischer Weltbild lebensbestimmt ist, auf eine Weise zu bestätigen, dass Religion mit seinen unbefriedigenden ""Antworten"" den Geheimnissen des Lebens niemals sein könnte."
Atheism is the only way,"Mr Justice Ouseley declared that the fact that atheists might feel uncomfortable during prayers was not a reason for them to be granted the protection of the state under human rights law, which had been the argument of the NSS's counsel.",FALSE,"Herr Justice Ouseley erklärte, dass die Tatsache, dass Atheisten sich während des Gebets unwohl fühlen könnten, nicht der Grund dafür war, den Schutz des Staates im Menschenrechtsrecht zu gewähren, der das Argument des NSS-Rates gewesen war."
Atheism is the only way,"Dawkins advocates for what he calls ""militant atheism"" and believes that atheists should not hide their identities so that they can be better integrated into politics and society.",FALSE,"Dawkins befürwortet für das, was er ""militant Atheismus nennt"" und glaubt, dass Atheisten ihre Identitäten nicht verbergen sollten, damit sie besser in Politik und Gesellschaft integriert werden können."
Atheism is the only way,"He also claimed that the no devil corollary is a strong challenge, as it ""underwrites"" the no devil corollary, which ""threatens Anselm's argument at its very foundations"".",FALSE,"Er behauptete auch, dass der No Devil-Corroller eine starke Herausforderung ist, da es den No Devil-Corroller ""Underwrites"" ist, der ""Anselms Argument in seinen Gründungen droht""."
Atheism is the only way,"No, I don't know that atheists should be regarded as citizens, nor should they be regarded as patriotic.",FALSE,"Nein, ich weiß nicht, dass Atheisten als Bürger betrachtet werden sollen, noch sollen sie als patriotisch angesehen werden."
Atheism is the only way,"Martin Luther believed that without God's help Scripture would be ""enveloped in darkness"".",FALSE,"Martin Luther glaubte, dass ohne Gottes Hilfe-Schrift ""in der Dunkelheit umhüllt wäre""."
Atheism is the only way,"I realized that atheism was just as culturally conditioned as being a Catholic."".",FALSE,"Mir wurde klar, dass der Atheismus genauso kulturell konditioniert war, als katholisch zu sein. ""."
Atheism is the only way,"He argues that atheism provides a better model of reality, and a better basis for morality, than believing in gods; that atheists can enjoy the benefits that many people get from religion, without the harmful effects; and that the state should be secular, promoting neither religion nor atheism.",FALSE,"Er argumentiert, dass Atheismus ein besseres Modell der Realität und eine bessere Grundlage für die Moral bietet, als an Götter zu glauben; dass Atheisten die Vorteile genießen können, die viele Menschen von der Religion bekommen, ohne schädliche Wirkungen; Und dass der Staat säkular sein sollte, fördern Sie weder Religion noch Atheismus."
