Sentence,Claim,Article
"Herr Sander, glauben Sie, dass ältere Leute, wenn sie geimpft werden, vielleicht auch adjuvantierte Impfstoffe benötigen?",False,
"Aber Erfahrung von anderen Impfstoffen sagt ja, dass ältere Leute nicht so gut auf Impfung anspringen wie jüngere.",True,
"Und ich glaube, das Endgültige, das ist ja hier angekommen: Ob es eine sterilisierende Immunität gibt oder ob es nur zu einer Abschwächung der Verläufe führt?",False,
"Herr Nattermann, vielen Dank, dass Sie heute dabei waren und hier Antworten geliefert haben.",False,
"Herr Jungherr, wie sehen Sie denn die Gefahr, die bei dieser Wahl von Desinformation ausgeht und was für Voraussetzungen müssen gegeben sein, damit Desinformation eine Auswirkung auf den Ausgang der Wahl haben kann?",False,
"Also auch von mir erst ein ganz herzliches Dankeschön für die Einladung und ich freue mich auch sehr, dass ich hier mit Frau Humprecht und Herrn Müller diskutieren kann.",False,
"Was hier ganz interessant ist: Wir ha-ben es mit Theorien oder mit Narrativen zu tun, die relativ wenig mit faktischer Korrektheit zu tun haben, sondern es sind Narrative, die sehr, sehr stark auf der Identität oder der Gruppenidentität von Menschen aufsetzen, unter Umständen auch schon bestehende Zweifel an einem System, be-stehende Zweifel an der Rechtmäßigkeit von Wahlen, bestehende Zweifel an der Korrektheit der politischen Gegner oder Mitbewerber sehen, dass die dadurch bestärkt werden.",True,
"Wir haben es hier also letztlich nicht notwendigerweise damit zu tun, dass Menschen eine Falschinformation sehen oder ein Gerücht dann auch tatsächlich als solches glauben, es ist eher so, dass dem Folgen dieses Gerüchts oder dieses Claims und der Weiterverbreitung so eine Art Darstellung der eigenen politi-schen Identität oder der eigenen Gruppenzugehörigkeit zugebunden ist.",True,
"Vielleicht auch direkt an Sie, Frau Humprecht.",False,
"Man spricht ja auch oft davon, dass zum Beispiel bei der amerikanischen Wahl vielleicht gar nicht das Ziel gewesen ist, die Leute umzustimmen, sondern vielleicht nur andere Leute vom Wählen abzuhalten.",True,
"Und so kann es dann vielleicht dazu kommen, dass sich auch mal politische Grundüberzeugungen bei Menschen ändern, aber das ist eher ein langfristigerer Prozess, das geht nicht von heute auf mor-gen. Das ist etwas, was Desinformation nicht schafft oder was unwahrscheinlicher ist, weil eben dazu diese Desinformation in ähnlicher Weise aus sehr vielen verschiedenen Quellen immer wie-der auf eine Person einprasseln müsste.",True,
"Grundsätzlich ist die Wahrschein-lichkeit, dass Leute, die vielleicht wie Herr Jungherr es auch schon sagte, schon so ein grundsätzli-ches Institutionen-Misstrauen haben, die grundsätzlich Zweifel am Funktionieren der Demokratie haben, die skeptisch gegenüber dem Funktionieren der Gesellschaft und ihrer Institutionen sind, eine Elitenskepsis mitbringen, da kommen wir auch in den Bereich des Populismus, dass die durch gezielte Fehlinformationen in diesen Überzeugungen bestätigt werden und dann denken: Ja, es ist wirklich so, hier läuft alles falsch, es hat überhaupt keinen Sinn, zur Wahl zu gehen.",True,
"Meine Frage an Sie, Jungherr: Wenn die Hürden hoch sind, kann es sein, wenn die Wahl sehr knapp wird, kann Desinformation vielleicht doch etwas bewirken, so ist ja oft das Narrativ.",False,
"So knapp, dass Desinformation das Zünglein an der Waage sein kann?",False,
Und da ist jetzt die Frage: Wie ist das zu beurteilen?,False,
"Es sind mir keine bekannt, ich muss fragend auch nochmal die Kolleginnen und Kollegen angucken, ob sie da irgendwelche größeren Projekte kennen.",False,
"Und es gibt in allen Ländern Individuen, also Personen, die anfällig sind oder anfälliger für Desinformation.",True,
"Wir haben ja schon mehrfach betont, dass Desinformation sich vor allem über Soziale Medien sehr gut verbreiten kann.",True,
"Wie ich vorhin schon gesagt habe, zeigen die meisten Studien, dass gerade sehr stark polarisierende Themen, Themen, zu denen es schon starke Meinungen gibt auf Seiten des Publikums, sehr schwer zu widerlegen sind.",True,
"Ich habe ja bereits gesagt, in Deutschland ist es aus meiner Sicht ein großer Vorteil, dass das Vertrauen in Journalismus, in journalistische Angebote, relativ groß ist.",True,
"Und wenn solche Faktenchecks von Medien kommen, denen die Personen vertrauen, dann ist auch die Chance, dass solche Falschnachrichten widerlegt werden können, sehr groß.",True,
"Es gab kürzlich eine Studie in Deutschland zur Nachrichtenkompe-tenz, die gezeigt hat, dass die Nachrichtenkompetenz in Deutschland sehr niedrig ist, dass die meisten Bürgerinnen und Bürger nicht wissen, wie zum Beispiel Journalismus funktioniert.",True,
"Ich halte es für wichtig, dass sich Journalistinnen und Journalisten bewusst machen, dass sie unter Umständen auch dazu beitragen, dass Desinformationen weiterverbreitet werden und dass sie sich 13 dieser Verantwortung bewusst sein müssen und sich jedes Mal fragen sollen: Soll ich jetzt bei-spielsweise diesen Tweet eines Politikers aufnehmen, den zitieren und darüber schreiben, darüber berichten?",True,
"Ich würde diese Frage eher hinten anstellen, sondern wichtiger ist: Wäre es nicht vielleicht besser, wenn Preprints nur die Daten, die Methodik darlegen, also weniger schon vor dem Peer Review die Konklusion liefern würde, dass auch falsche Interpretation durch Journalismus vorbeugen?",False,
"Die Frage lautet ja hier: Wäre es besser, wenn die Preprints nur die Daten, die Methodik darlegen, aber eben nicht die Konklusion liefern?",False,
"darauf richten, dass Journalisten befähigt sind, die Qualität einer Studie gewissermaßen regelrecht zu beurteilen.",False,
"Und zu was er führt, ist ja auch schon ganz gut beschrieben, diese ganzen Reproduktionskrisen, die Schwierigkeiten, dass man nicht hundertprozentig immer sagen kann: Jemand ist Wissenschaftler, also ist er auch integer.",True,
"Das heißt jetzt nicht, dass derjenige, der eine höhere Reputation hat, immer die Wahrheit sagt.",True,
"Das führt aber dazu, dass häufig in der politischen Diskussion diese Frage, auf welchen Aspekt sollen wir jetzt eigentlich mehr achten, als eine Zuständigkeitsfrage diskutiert wird: Die Virologen sagen hier zu viel oder die Ökonomen sagen hier zu viel oder die Psychologen sind zu wenig gefragt.",True,
"Dann stoßen sie auf das Problem der Verstehensillusion, auf das Problem, geht es eigentlich um Ziele oder geht es um Zuständigkeiten oder auf die Frage, wann kann eigentlich Wissenschaft was Belastbares sagen oder nicht.",True,
Aber die Wissenschaft selbst hat auch ein Problem mit ihren Publikationsstilen.,True,
"Wäre es nicht besser, den Zugang zu Preprints stärker zu begrenzen, also vielleicht nur für Forscher und wirklich akkreditierte Journalisten?",False,
Es ist nämlich genau 15 Uhr.,False,
Und was muss die Gesellschaft wissen bevor sie sich jetzt auf solche vielleicht Traumvorstellungen überhaupt einlässt und das nachher entschei-det.,False,
"Aber es kann im Moment in unserem heutigen Wirtschaftsumfeld, es ist es niemals die Allein-Lösung.",False,
Es kann nicht wieder ausgasen.,False,
"Also natürlich lange nicht so große Mengen, als wenn wir jetzt das hypothetische Szenario nähmen, wir würden gar nichts tun, aber es sind immer noch...Wir Sprechen da immer noch über wirklich Milliarden von Tonnen CO2, die da eingelagert werden und genau das Wissen, wie wir das irgendwie hinbekommen können, in dem angerissenen Problem der Skalierbarkeit, das ist wirklich eine der großen Herausforderungen und eine große Frage in dem Rahmen ist dann eben, wie kann eine gute Mischung, also wenn jede Option ihre Probleme hat, wie kann eigentlich eine gute Mischung von CO2-Entnahmeoptionen Aussehen und wie gesellschaftlich gangbar sind die auch, das ist ja auch ein weiterer wichtiger Aspekt, neben der Frage: Was kann denn diese Op-tion eigentlich?",False,
"Es ist wie gesagt einfach momentan tot und ich glaube, in der Klimaschutzde-batte können wir uns das eigentlich nicht leisten, weil natürlich neben dem Ausschluss von be-stimmten CO2 Entnahmeverfahren werden auch die Residualemissionen höher, weil: Es gibt ein-fach Industrieprozesse, da haben wir im Moment keine Idee, wie wir die Emissionen sonst wegkrie-gen. Das würde dann natürlich bedeuten: Wir brauchen, wenn wir uns gegen CCS entscheiden, ge-gen Industrie-CCS, dann brauchen wir natürlich auch mehr CO2-Entnahme, um das zu kompensie-ren, weil sonst steht die netto null nicht.",True,
"Und solange wir das haben, solange wir diese fossilen Energiequel-len haben, ist es aus meiner Sicht nicht vernünftig, jetzt erneuerbare Energie zu benutzen, um sehr aufwendige Verfahren zu machen, wie synthetische Kraftstoffe aus der Luft produzieren.",True,
"Das ist schon, letztlich ist es riesen Markt.",False,
"Norwegen hat in der Nordsee, das wird seit Jahrzehnten gemacht, dass da CO2 in den Un-tergrund gepumpt wird, um eben letztlich Steuern zu sparen.",True,
"Wir müssen zusehen, dass diese Nischenmärkte da sind, damit sich diese Technologien entwickeln können und diese Stellschrauben müssen heute gestellt wer-den und natürlich in einem ganz anderen Bereich des Klimaschutzes, vielleicht einfach nur als An-merkung zu dem Kommentar davor, müssen wir natürlich auch gerade nochmal über die Infrastruk-tur nachdenken.",True,
Ist die deutsche Intensivmedizin im Winter nun besser auf den zu erwartenden Anstieg von Patienten vorbereitet?,False,
"Aber achten Sie bitte drauf, dass Sie eingestellt haben, dass Fragen an alle Teilnehmer versendet werden.",False,
Und das war ja insbesondere vor dem Hintergrund der Ressourcennutzung des Gesundheitssystems damals sehr starken Fokus auf die Krankenhauskapazitäten.,False,
Wir müssen die Zahlen auch in den nächsten Tagen und Wochen sehr genau beobachten und uns darauf vorbereiten.,False,
"Dass eben auch in den anderen Ländern, wo natürlich die gleiche Debatte ist.",False,
"Remdesivir – ich sage nicht, dass es keinen Effekt hat, aber der Effekt scheint wohl kleiner zu sein.",True,
Die Zulassung ist ja für Remdesivir auch nur für ein Jahr erst einmal ausgesprochen worden.,True,
"Wir haben den Eindruck auch, bei über 1000 Patienten, die wir hier versorgt haben – und ein Teil hat natürlich Remdesivir bekommen, dass es auch im Einzelfall geholfen hat.",True,
Es wird halt nachgeschaut bzw.,False,
"Hier sehen wir bei den schwer erkrankten Patienten, die beatmet werden, die haben einen tatsächlichen Überlebensvorteil.",True,
"Da war es ja so, dass für den Zeitraum Mitte März bis Ende Mai auch die Anzahl der Patienten insgesamt (abgenommen hat) – das sind ja nicht nur die abgesagten Operationen, sondern viele Patienten schätzen für sich derzeit auch das Nutzen-Risiko-Verhältnis von Krankenhausaufenthalten anders ab.",True,
"Das kann ja wirklich kurzfristig passieren, weil das Freihalten von Intensivbetten, da ist ja die durchschnittliche Liegezeit – also nicht die COVID-19 Patienten, sondern die Patienten, die postoperativ kommen – ist ja nur drei Tage.",True,
Müsste bei der Einstufung von innerdeutschen Risikogebieten auch die Auslastung der Krankenhauskapazitäten stärker berücksichtigt werden?,False,
"Erst einmal Dank an die Experten, danke für ihre Zeit.",False,
"Aber bitte darauf achten, dass Sie unter dem Chatfenster eingestellt haben, dass die Fragen an alle Teilnehmer versendet werden.",False,
Oder ist da vieles noch übertrieben und vielleicht auch zu sehr gehypt?,False,
"Und was bei GPT-3 jetzt anfängt, und das ist aus fachlicher Sicht ganz spannend, ist, dass ich nicht mehr dieses Beispiel (geben muss): Und hier muss ich jetzt das machen oder das sagen oder das vorhersagen.",True,
"Und da war auch unsere Frage, die wir da noch hatten: Lernt es im Endeffekt nur ein Pattern Matching auf Trainingsdaten?",False,
"Oder kann man auch davon reden, dass es Sachen irgendwie verstanden oder gelernt hat, zum Beispiel jetzt bei Arithmetik?",False,
"Aber die Frage ist, ob man das als Verständnis bezeichnen will.",False,
"Man muss sich immer vor Augen halten, dass GPT-3 letztendlich ein statistisches Sprachmodell ist, das die Wahrscheinlichkeit berechnet, dass ein Wort auf das an-dere folgt.",True,
"Aber natürlich kann das System nicht selber nachdenken, und es kann vor allen Dingen nicht wie die menschliche Intelli-genz lebensweltliche Kontexte verstehen oder künstlerische oder sogar soziale Kontexte, also menschliche Interaktionsbeziehungen natürlich nicht verstehen.",True,
"Trotzdem möchte ich aus ethischer Perspektive noch einmal sagen, dass ge-rade deshalb, weil natürlich riesige Datenmengen genutzt werden und auch weil OpenAI sich ja letztendlich zur Aufgabe gemacht hat, diese Anwendung zu demokratisieren, in die Gesellschaft zu bringen, es sehr sehr wichtig ist, dass wir hier Regularien finden für KI insgesamt und natürlich auch für solche Systeme.",True,
"Da hat OpenAI schon erkannt, dass es hier natürlich sehr wichtig ist, wie die Qualität der Daten ist, dass keine Voreingenommenheit da drin ist, kein Bias.",True,
"Man hat ja selber auch er-probt, wie GPT-3 funktioniert, und hat bemerkt, dass es da diskriminierende Tendenzen gibt.",True,
"Was OpenAI nicht kann, ist natürlich, die gesamten Kontexte dieser Texte zu verändern.",True,
"Wir sind als Menschen darauf angewiesen, zu wissen, was durch eine Künstliche Intelligenz erstellt wurde und was durch einen Menschen.",True,
"Weil ich glaube, jetzt für Deutschland und Europa diese ganzen Maschinendaten aus der Industrie 4.0, wo es vielleicht auch nicht darum geht, ein vollautomatisches System zu haben, sondern besser zu verstehen, ""Was passiert gerade, was könnte in Zukunft passieren?""",True,
Es ist für den gesamten Bildungsbereich die Frage: Was sind jetzt eigentlich überhaupt noch eigene Leistungen?,False,
"Sehen Sie denn auch, dass es da noch einige Anwendun-gen geben könnte.",False,
"Da gab es ja auch die Kritik, dass Forscher zum Teil schwerer Zugang zu GPT-3 bekommen würden als manche Unternehmen oder Startups.",True,
"Ich glaube, das wäre eine spannende Frage auch in der Regulierung, sich zu fragen, welche Algorithmen dürfen denn überhaupt patentiert werden.",True,
"Also jetzt bevor alle lachen, ich weiß, dass es in gewissen Teilen der Welt Patente auf Algorithmen nicht geben kann.",True,
Dann sollte das Papier nicht angenom-men werden.,False,
"Dass die die Daten, der Crawl, dass auch der Code entsprechend offen gestellt wird.",False,
"Man hört ja oft Kritik, dass das Anlernen von solchen Modellen einfach sehr viel Energie kostet, sehr viel Geld kostet.",True,
"Und da gab es im Chat auch die Frage, ob es als Regulierungsvorschlag vielleicht sinnvoll wäre, Firmen, die GPT-3 kommerziellen nutzen, anhand der verarbeiteten Datenmenge zu besteuern und so einen Anreiz zur Datensparsamkeit zu setzen.",True,
"Herr Schütze hat das schon angesprochen, dass er sich im Auftrag (sieht), wie können wir regelbasierte und solche eher un-überwachten Deep-Learning Verfahren kombinieren?",False,
"Da solche Gesundheitsdaten aber eben auch zu den sensibelsten Daten gehören können, die man über eine Person sammeln kann, müssen sie auch besonders gut geschützt werden.",True,
"Herr Schultze, Sie sind außerdem Last Author einer Studie zu einem Ansatz na-mens Swarm Learning, die kürzlich in Nature erschienen ist.",True,
"Aber letztendlich hat man beim Federated Learning immer noch eine zentrale Instanz, die letztendlich mit das Ganze orchestriert.",True,
"Also, ich glaube, ich muss nicht wiederholen, dass der Privatheitsschutz wichtig ist und dass er eben durch eine solche Technologie wie das Schwarmlernen, Swarm Learning, auch unterstützt wird.",True,
"Auch das hat die Datenethikkommission im Übrigen unterstrichen, dass dieses Edge Compu-ting der Weg in die Zukunft ist.",True,
"Und es stellt sich natürlich auch bei Swarm Learning die Frage, die Herr Schultze schon ansprach: Welche Frage wird denn eigentlich überhaupt gestellt bei der Studie?",False,
"Was wir leider jetzt sehen, ist, dass wir zurzeit eben nicht diese dezentralen Strukturen ha-ben, sondern wir sehen – ähnlich wie wir es ja in den Internet-Technologien gesehen haben –, dass sich zurzeit sehr große zentrale Datenlager bilden und eben die Global Player dabei sind, entspre-chende Daten zu horten, sehr viel Geld auch in deren Annotation stecken, dass die eine sehr, sehr 7 gute Datenqualität haben.",True,
"Ich sehe das aber ganz genauso und vor allem auch bei der Vergütung – die Frage, die vorhin auf-kam.",False,
"Denn die DSGVO hat ja mehrere Möglichkeiten rechtli-cher Art, die Nutzung der personenbezogenen Daten zu erlauben.",True,
"Insofern denke ich auch, dass wir hier in Europa auf einem sehr guten Weg sind mit unseren Datenschutzgesetzen und dass wir eben hier diese hohen ethischen Standards setzen.",True,
"Wenn Sie transparent sind, dass Sie jemanden ermordet haben, dann sieht man sehr unmittelbar, dass das kein Ethikprinzip sein kann.",True,
"Er ist ehemaliger Ärztlicher Direktor des Instituts für Virologie am Uniklinikum Ulm und Vorsitzender der STIKO, die eben gerade die Empfehlung herausgegeben hat.",False,
"Können Sie mal kurz erläutern, wie die STIKO zu dieser Empfehlung, wie sie jetzt gerade eben online gegangen ist, gekommen ist und kurz erklären, warum sie von der EMA-Zulassungsempfehlung abweicht?",False,
"Das ist kein negatives Votum zu dem Impfstoff, wie Sie ja auch vorgelesen haben, sondern das besagt nur, dass aktuell die Datenlage für diese Altersgruppe zu schwach ist, um auf der Basis eine Empfehlung auszusprechen.",True,
"Und man muss auch sagen und das ist ja ein ganz wichtiger Punkt: Es besteht ja kein Zweifel im Hinblick auf die Sicherheit des Impfstoffes, das ist auch ein nicht zu vernachlässigender Punkt, den man mal klar herausstellen muss.",True,
"Verwirrend ist diese vielleicht generelle Zulassung durch die EMA, die aber bei der EMA selber ja auch mit diesem Kommentar versehen ist letztendlich – und ich meine, wir sind ja dadurch aufgerufen –, Klarheit für Deutschland zumindest zu schaffen in diesem Punkt.",True,
"Und das heißt ja nicht, wenn einer jetzt AstraZeneca bekommt, dass er dann im Herbst oder im Winter Ende des Jahres nicht auch – wenn wir genügend mRNA-Impfstoff verfügbar haben – sich nicht nur den Arzt aussuchen kann, sondern auch das Medikament.",True,
"Nun ist es aufgrund allen dessen, was wir über Impfungen wissen, wirklich plausibel, anzunehmen, dass ein effektiver Impfstoff im Hinblick auch auf Schutz letztendlich auch die Virusausscheidung reduzieren wird.",True,
"Was wir eben nicht wissen – und das ist der Punkt derzeit – ist, ob die Ausscheidung durch die Menschen, die geimpft sind und sich dann infiziert haben, epidemiologisch noch relevant ist.",True,
"Also mit anderen Worten: Es ist nicht die normale Anforderung an einen Impfstoff, den Menschen vor jeder Infektion zu schützen, sondern vor Erkrankung.",True,
"Herr Mertens, hier kommt noch einmal eine Nachfrage zu gerade eben dem Punkt davor: Könnte eine Landesregierung jetzt selbst entscheiden, AstraZeneca bei Älteren einzusetzen?",False,
"Im Spezifischen, was diesen Impfstoffen angeht: ich glaube, er ist sehr viel besser als sein Ruf inzwischen, muss man fast schon sagen.",True,
"Und da kann man einfach nur sagen: Es ist ein Impfstoff, der auch wie die anderen beiden zugelassenen Impfstoffe geprüft wurde, durch mehrere klinische Phasen geprüft wurde und eben verträglich ist und eben auch effizient ist.",True,
"Aber wenn man jetzt von BionTech zum Beispiel die Daten anguckt, ist es ja auch so, dass wenn man die höchste Altersgruppe nimmt, das ist glaube ich Über-75, sieht das Konfidenzintervall, das Vertrauensintervall ähnlich schlecht aus, sage ich einmal, also schließt die Null mit ein und ist riesig groß und vermittelt einfach eine riesen Unsicherheit in den Daten.",True,
"Herr Kollege Wendtner hat das ja eigentlich auch durch die Blume gesagt, und das kann ich nur bestätigen: Die AstraZeneca-Studie war insgesamt etwas unordentlicher, weil einfach in einzelnen Studien die Studien-Parameter gewechselt worden sind.",True,
"Da wäre ich noch sehr, sehr vorsichtig, hier große Schlussfolgerung zu ziehen, nicht?",False,
"Wie weit wirklich auch die Geimpften, die sich natürlich primär vor der Erkrankung per se schützen durch die Impfung, auch nicht als Transmitter in einer Infektionskette dann fungieren – also, dass das Spreading auch wirklich effizient unterbrochen wird.",False,
"Der Kliniker wünscht sich natürlich zum Schluss auch, dass durch die Impfung ein sichtbarer Effekt auf die Zahl der Neuinfektionen, der Inzidenzen auch möglichst zeitnah zu sehen ist und das wird natürlich auch zu korrelieren sein.",True,
"Herr Mertens ist schon weg, aber für die Journalist*innen da draußen: Wir werden das natürlich auch wieder transkribieren und die Videoaufzeichnung auf unserer Website zur Verfügung stellen, so schnell es eben geht.",False,
"In der Zeit haben wir Unterschriften gesammelt, und ich muss sagen, dass es auch extrem beeindruckend.",False,
"Woran liegt es denn, dass das jetzt eben nicht mehr bei den Menschen ankommt?",False,
"Ist das bisher nicht klar genug, oder woran liegt es eigentlich, dass es nicht funktioniert?",False,
"Und das ist natürlich jetzt gerade auch bezüglich der Impfstrategien problematisch, weil wir auch wissen, dass Impfbereitschaft viel mit dem Vertrauen in die Wissenschaft, aber auch in die Regierung zu tun hat.",True,
"Dass sie zerstritten sind, dass einige Leute versuchen, eher die Wirtschaftslobbys glücklich zu machen, und andere versuchen, Infektionszahlen einzudämmen.",False,
"Ich möchte ganz kurz zu Irland nochmal was sagen, weil ich das ein bisschen mitverfolgt hab.",False,
"Ein ganz, ganz großes Argument, also die Fallzahlen zu senken, damit die Schulen offen bleiben können.",True,
"Gleichzeitig haben wir das Problem, dass man Kinder natürlich nicht so gut testen kann, weil dieser Abstrich einfach unangenehm ist.",True,
Ob das genauso häufig passiert wie bei Erwachsenen oder weniger?,False,
"Also ich kann ja die Infektionen, die schon stattgefunden haben, die kann ich zwar nachweisen, aber das Ziel 11 muss ja eigentlich sein, die Infektionen zu verhindern.",True,
"Was mir auch nochmal wichtig ist zu betonen – und das betrifft jetzt nicht unbedingt regionale Unterschiede, aber trotzdem Unterschiede zwischen unterschiedlichen Menschen in der Bevölkerung, weil es ja immer heißt, das Virus diskriminiert nicht, die Effekte schon – die Kosten treffen natürlich die Menschen sehr ungleich.",True,
"Aber ich denke, dass das nicht bei allen immer der Fall ist.",False,
"Ich weiß, dass ein Artikel davon lebt, dass man zwei Meinungen hat.",True,
"Aber überlegen Sie mal, fragen Sie nach, fragen Sie bitte wirklich einmal nach!",False,
Ich möchte auch an dieser Stelle nochmal Frau Priesemann für die wirklich wichtige Initiative danken.,False,
"Die Veranstaltung jetzt hier wird so aussehen, dass die Experten nacheinander, die ich gleich noch vorstelle, jeweils fünf Minuten kurze Eingangsstatement halten können, damit Sie eine Idee bekommen, was der Schwerpunkt ist und welche Messages unseren Experten besonders wichtig sind.",False,
Dann sind Sie hier im Raum eingeladen ihre Fragen an die drei Experten zu richten und auch sie da draußen können Ihre Fragen richten.,False,
"Er hat auch eine Arbeitsgruppe beim Deutschen Komitee für Nachhaltigkeitsforschung geleitet, die versucht hat gesellschaftliche und soziale Prozesse in Modellen und Simulationen abbilden zu lassen.",False,
Herzlichen Dank für die Einladung und danke für die Präsenz virtuell und aktuell.,False,
"Das Leben an Land ernährt uns, gar keine Frage, ohne das wäre ein Leben der Menschheit nicht möglich.",True,
"Da merkt man, wenn die Preise für Fisch, für den Dorsch oder für die Nordseegarnelen, ich komme ja von der Nordsee, wenn die rauf gehen diese Preise, merkt man das da irgendwas nicht stimmt, dass diese Ressource knapper wird.",True,
"Das Fatale bei der Ozeanversauerung ist, dass es überall auf allen Stufen dieses Ökosystems allen in der Nahrungspyramide überall ansetzt, man glaubt, dass Säure die Kalkschalen auflöst.",True,
Bei Korallen bei Schnecken bei Muscheln bei Stachelhäutern.,False,
"In der Wissenschaft ist dieses Wort Biodiversität sehr gut verankert mittlerweile, da fließt Geld hin in diese Form von Forschung.",True,
"Oder gibt es da höchstens die Unterscheidung zwischen welchen, die das verstanden haben, wie wichtig das für die Menschheit ist und danach handeln, also anfangen zu handeln und welchen die nur Lippenbekenntnisse machen und nicht handeln?",False,
"Er schreibt: ""Wir sehen beim Klimaschutz, dass selbst hieb- und stichfeste wissenschaftliche Erkenntnisse nicht automatisch zu einem Umdenken bzw.",False,
"Das heißt ein Phänomen, was mehr und mehr verstanden wird, wo dann eben die Wertschätzung von Biodiversität auch stark mit reinkommt.",False,
"Vielleicht nochmal aus Sicht der Sozialwissenschaften: In der sozialwissenschaftlichen Community überblicke ich gerade über eine Einladung von der internationalen, Ostasiatischen Gesellschaft für Umweltsoziologie.",False,
"Aber Biodiversität ist etwas, was sehr stark den Biologen, Ökologen, 12 sozusagen in die Hände gegeben ist.",True,
"Wenn ich mir jetzt überlege, wie schwer Entwicklungen bei der Komplexität von Ökosystemen zu modellieren oder vorhersagbar sein müssten, das heißt die Temperatur steigt, eine Insektenart oder eine Fischart weicht aus auf Grund des Toleranzbereichs gegenüber Temperatur, aber die Nahrungsquelle - eine Pflanze - kommt nicht so schnell hinterher oder wird von natürlichen Grenzen - Meere, was auch immer sozusagen - in ihrer Wanderung behindert, und dann vielleicht sogar gesellschaftliche Veränderungen, die disruptiv sein können, die grundlegend sein können, wenn ich ans Thema Energiewende denke oder sowas.",True,
"Eine kleine Nuance, die aber ganz wichtig ist.",False,
"Die Vertreterinnen und Vertreter der verhandelnden Nation stehen da zu Recht"", außer dass Sie nur froh sind, dass es jetzt geschafft ist?",False,
"Kurz zum Hintergrund: Vor allen Dingen geht es dabei um die Thrombosen mit Thrombozytopenie, also sehr sehr seltene Nebenwirkungen, die auftreten können nach Impfung mit den Vektor-Impfstoffen.",True,
"Und es ist natürlich vollkommen klar, wenn jetzt aus Amerika Ergebnisse kommen, die letztlich auf den gleichen möglichen Parthomechanis-mus hindeuten, wie wir das gesehen haben bei dem AstraZeneca-Impfstoff, und wenn auch eben das gleiche Erkrankungsbild, also Thrombosen mit Thrombozytopenie beschrieben wird, dann kann die STIKO natürlich jetzt nicht hergehen und sagen: Na ja, gut, solange es in Deutschland nicht pas-2 siert ist, dann lassen wir die Daten mal Daten sein und ignorieren das.",True,
Also natürlich: Inzidenz ist für die Impfindikation immer ein Aspekt und genauso natürlich die Frage des individuellen Risikos.,True,
"Ich glaube auch nicht, dass sie die STIKO ansonsten hat.",False,
"Und die Kombination aus Thrombozyten und weißen Blutkörperchen führt dazu, dass viel Erbsubstanz aus den Zellen im Blut freigesetzt wird.",True,
"Wir können mittlerweile zeigen, dass dieses Thrombozyten-Protein an Bestandteile des Impfstoffs bindet.",True,
"Wir wissen aber grundsätzlich, dass das körpereigene Abwehrsys-tem bei älteren Menschen ein bisschen weniger funktionsfähig ist als bei jungen Menschen.",True,
"Ja, aber Adenoviren selber lösen ja nun keine Sinusvenenthrom-bosen aus.",True,
"Können Sie nochmal ganz kurz erklären, wie Sie zu dieser Grenze kommen und ob Sie solche Überlegungen auch mit haben einfließen lassen ?",False,
"Um auf das, was jetzt vielleicht von der pragmatischen Umsetzbarkeit relevant ist, zurückzukommen: Es ist natürlich schon so, dass da, wo eine Empfehlung von bestimmten Impf-stoffe gegeben ist, nach STIKO-Empfehlung, dieser auch vorrangig in irgendeiner Form geimpft werden sollte.",True,
"Dann kann nämlich auch mein Kollege, der die Fragen mitliest, mir die Fragen vorsortieren und mir möglichst an passenden Stellen reinreichen.",False,
Sie leiten dort als kommissarische Direktorin die Klinik für Infektiologie und Vergiftungen.,True,
"Zu Köln sollte man vielleicht noch sagen, es ist ein Hotspot zurzeit und vor allem lässt sich sagen, dass hier nicht nur die ganz jungen Pati- enten infiziert sind, sondern dass auch schon bei den Älteren die Infektionszahlen gestiegen sind.",True,
"Wie sieht es bei Ihnen aktuell aus, schildern Sie doch bitte mal die Situation bei Ihnen.",False,
"Letztlich war es uns die ganze Zeit ein großes Anliegen, dass andere, nicht coronabedingte Behandlungen nicht zurückgestellt werden, wir wollten das die ganze Zeit errei- 2 chen.",True,
"Ich denke, dass die Kollegen mir bestäti- gen werden, dass absehbar der Großteil der Patienten auf Intensivstationen Menschen sein werden, die über 60 sind und dass wir als Gesellschaft und die zuständigen Behörden und Institutionen bis jetzt zu wenig getan haben, um besonders diese Bevölkerungsgruppe vor Infektionen zu schützen.",True,
Aber die Frage ist: Wie kann man das adressieren?,False,
"Also dieser spezielle Bereich, den sie gerade nachgefragt haben - und der tatsächlich noch nicht wissenschaftlich belegt ist, dass der wirksam ist.",False,
Die Pulsoxymetrie selbst muss kein ärztliches Personal machen.,True,
"Wenn Sie einen Journalisten hätten, der sich rund um die Uhr um Sport kümmert und 7 wahrscheinlich das Champions League Spiel ohne Probleme kommentieren kann, der wird aber nicht zeit- gleich umgesetzt in der Wirtschaftsredaktion plötzlich einen schweren, komplexen Wirtschaftsfall beurteilen können.",True,
"Ich weiß nicht, ob ich schon auf eine Frage, die ich gerade gelesen hab, antworten kann, die Frage ""Wieso sind elektive Eingriffe nicht mehr verschiebbar?""",False,
"Wir müssen einen Weg finden, dass auch die Herzklappe und der Schlaganfall versorgt werden kann, während wir optimal Corona Patienten betreuen.",True,
